Unnamed: 0,Job Title,Company Name,Location,Posted Date,Job Level,Job Type,Job Function,Industry,Job Description
57,Jr. Data Engineer (Talent Pool),Staffinc Group,Jakarta,2023-07-05,Tingkat pemula,Penuh waktu,Teknologi Informasi,Jasa Keuangan,"Job Descriptions




You will work on DAG airflow migration and data processing




Requirements




Min. third year undergraduate student of computer science or information technology
Knowledge on Python programming and SQL
Understand data engineering pipeline using airflow"
58,Data Governance Analyst,PT Bank Mayapada Internasional Tbk,Jakarta,2023-08-15,Tingkat pemula,Penuh waktu,Teknologi Informasi,Jasa Keuangan,"Mekari is Indonesia's no. 1 Software-as-a-Service (SaaS) company. Our mission is to empower businesses and professionals to progress effortlessly. Our products (Mekari Talenta, Mekari Jurnal, Mekari KlikPajak, & Mekari Qontak) have been used by tens of thousands of businesses in Indonesia.




To reach millions, we need more people like you: entrepreneurs, builders, and owners inside the company who are eager to grow at scale. Join us to empower more businesses with technology.




Job Description




Collaborate with relevant stakeholders to collect and analyze different kinds of data ranging from financial, performance, and user/product metrics, to support strategic corporate initiatives
Conduct quantitative and qualitative research and analysis necessary in developing recommendations
Builds analytical models to evaluate expected outcomes of strategic projects
Develop dashboards and regularly track key metrics and strive to achieve growth targets by identifying lagging areas and strategies to mitigate the gaps
Identify data quality issues and work with the appropriate stakeholders to address them
Coordinating with cross-discipline team members to make sure that all parties are on track with project requirements, deadlines, and schedules
Monitor overall project schedule, report project issues status, and potential risks
Conduct ad-hoc analysis to support decision-making and special projects




Job Requirements




3+ years of experience in business intelligence/analytics/insights/project management/strategy
Bachelor’s degree in Mathematics/Statistics/Finance/Business or another quantitative discipline
Advanced mastery in Microsoft Excel, with comfort in working with large numbers/data sets
Fluent in SQL and familiarity working with BI tools (e.g SQL, Tableau, PowerBI, Looker)
Strong presentation and communication skills, with the ability to effectively convey complex analytical findings to both technical and non-technical stakeholders
Excellent organizational skills with high attention to detail
Able to design, execute, and analyze project from start to finish independently with minimum supervision
Extreme comfort in ambiguous, fast-paced environment
Strong work ethic and proven track record working in teams"
59,Data Governance Analyst,PT Bank Mayapada Internasional Tbk,Jakarta,2023-08-15,Tingkat pemula,Penuh waktu,Teknologi Informasi,Jasa Keuangan,"Job brief




We are looking for a Data Engineer who passionate in data managing and expertise to collect insight from the data.




Responsibilities




Perform data exploration, data cleaning, data imputation, and feature engineering on unstructured and structured data.
Models data structure from product needs to database tables
Create airflow jobs base on product feature needs.
Collaborate with data analyst and BI Developer to develop a comprehensive Business Intelligence Dashboard.





Requirements




Bachelors degree in any major (preferably in Informatics, Computer Science, Software Engineer)
Experience as a Data Engineer or similar software engineering role
Problem-solving attitude
Collaborative team spirit
"
60,"Data Engineer (Data Warehouse), Business Intelligence",Shopee,"Jakarta Raya, Indonesia",2023-09-28,Asosiasi,Penuh waktu,Strategi/Perencanaan,"Teknologi, Informasi, dan Internet","Job Description




Generate predictive & prescriptive reports and analyse all workstreams at SeaBank to provide and support data-driven decision-making
Generate actionable insights that can be used to support or design new strategies
Serving various work units by becoming partners in formulating plans and strategies to drive SeaBank's business growth through data-driven decision-making




Requirements




Bachelor’s degree in Computer Science or Information System Technology will be an advantage
Experience as Business Intelligence & Analyst, data scientist, data analyst, or data engineer in banking or financial services
Experience working with one or more query languages (e.g Structured Query Language)
Familiar with the use of analytical languages such as Python
Strong communication and analytical skills
Comfortable working with large numbers/data sets"
61,Data Analyst - Fraud Forensics,Xendit,Jakarta,2023-09-05,Asosiasi,Penuh waktu,Strategi/Perencanaan,"Teknologi, Informasi, dan Internet","Ninja Van is a tech-enabled logistics company on a mission to provide hassle-free delivery services for businesses of all sizes across Southeast Asia. Launched in 2014, we started operations in Singapore and have become the region's largest and fastest growing last-mile logistics company, partnering with over 35,000 merchants and delivering more than 1,000 parcels every minute across six countries.




At our core, we are a technology company that is disrupting a massive industry with cutting-edge software and operational concepts. Powered by algorithm-based optimisation, dynamic routing, end-to-end tracking and a data-driven approach, we provide best-of-class delivery services that delight both the shippers and end customers. But we are just getting started! We have much room for improvement and many ideas that will further shape the industry.




Responsibilities




Responsible for monitoring parcels journey on time at each milestone
Manage parcels delivered within agreed SLA by shipper/marketplace and Region/Area
Responsible to make BAU report regarding breach tracker and monitoring
Coordinate with stakeholders regarding breach and or parcel journey such as : Ground Ops, Key Account Management, Customer Loyalty Team




Requirements




Bachelor’s degree or Diploma from Industrial Engineering, Informatics Engineering, Statistics, or any relevance major
Have experience in logistics or operations data analyst
Experiencing in manage operation especially parcels journey and service level management
Advanced in spreadsheets (excel and google sheet) formula and function
Proficiency in SQL/Python/R is a plus
Have experience on administrative, data analysis, statistic and forecasting.




Submit a job application




By applying to the job, you acknowledge that you have read, understood and agreed to our Privacy Policy Notice (the “Notice”) and consent to the collection, use and/or disclosure of your personal data by Ninja Logistics Pte Ltd (the “Company”) for the purposes set out in the Notice. In the event that your job application or personal data was received from any third party pursuant to the purposes set out in the Notice, you warrant that such third party has been duly authorised by you to disclose your personal data to us for the purposes set out in the the Notice."
62,Analyst - Workday HCM Functional/ Data - ID,Deloitte,Jakarta,2023-09-18,Asosiasi,Penuh waktu,Strategi/Perencanaan,"Teknologi, Informasi, dan Internet","A U.S.-based company that is leveraging technology to support businesses in doubling or tripling their growth while maintaining a profit, is looking for a Data Analyst. The selected candidate will be responsible for analyzing and defining metrics that tie back to business performance and initiatives. The private equity company is combining funding with effective operational execution and results-driven go-to-market strategies to help clients achieve their goals. This will be a full-time long-term position.




Job Responsibilities:




Develop, design, and maintain various databases
Write queries to draw metrics for marketing, sales, and customer success
Use relevant data to prepare reports that can successfully communicate market trends to executive leadership
Make the company’s products more predictive and informed by conducting portfolio-level analysis of changing trends
Create documentation that can help stakeholders understand the steps of the data analysis process and replicate it if necessary




Job Requirements:




Bachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience)
At least 3+ years of relevant experience as a Data Analyst/ Data Scientist (or other analytical roles)
Expert-level proficiency in SQL and maintained databases
Extensive experience building and maintaining Tableau (or other BI tools) dashboards
Should be curious, data-driven, and numerically inclined
Skills in project management, organization, and process management
Great English communication skills, both written and verbal
Experience with Google Cloud, Git, writing automation scripts with Python, and ETL tools will be a plus"
63,Senior Data Analyst,Fazz,Jakarta,2023-07-22,Asosiasi,Penuh waktu,Strategi/Perencanaan,"Teknologi, Informasi, dan Internet","Responsibilities

Design, build, and maintain ETL systems, overseeing data lifecycle from source to destination.
Collaborate closely with data science and other internal teams to support their data infrastructure needs.
Development of ELT architecture from scratch, utilizing modern data extraction and loading tools.
Manage and optimize data workflows and pipelines, ensuring efficient and reliable data delivery for various business operations.
Maintenance and improvement of data storage systems, including but not limited to BigQuery, Mongo, and Postgres.
Implement batch and streaming data processing systems, ensuring timely and accurate data availability.
Support the architecture, design and scaling of data stores, adhering to best practices in data management.
Translate complex functional and technical requirements into detailed architecture and design.
Continuously improve ongoing reporting and analysis processes, automating or simplifying self-service support for datasets.


Requirements

Bachelor Degree in Computer Science, Statistics, Mathematics, Engineering or other quantitatives fields
Min experience as Data Scientist 2-3 years
Strong understanding and experience in data engineering and big data concepts.
Proficient in multiple programming languages with a strong foundation in a statistical/analytics platform.
Solid software engineering skills with experience in scripting, APIs, and computational automation.
Demonstrated experience with ETL and ELT processes, including data extraction, transformation, and loading.
Experience with OLAP and OLTP data storage systems.
Knowledge in implementing batch and streaming data processing systems.
Experience in working with and evolving big data architectures.
Ability to translate complex technical concepts to non-technical stakeholders.
Excellent problem-solving skills, with the ability to troubleshoot and resolve data-related issues.
Comfortable working with a variety of languages, frameworks, and technologies, adapting to the most suitable tool for the task at hand.


Preferred

Previous experience in a similar data engineering role.
Proven track record of working with large-scale data architectures and databases.
Demonstrated ability to innovate in optimizing data pipelines and architectures.
Mastering the following: Python, JavaScript, BigQuery, Apache NiFi, MongoDB, PostgreSQL, Airbyte, dbt."
64,Internship Data Engineer,Hukumonline.com,Jakarta,2023-09-26,Senior tingkat menengah,Penuh waktu,"Analis, Teknologi Informasi",Jasa Keuangan,"BitHealth is a growing digital health professional services company with leading capabilities in digital health application, analytics, and process automation. We embrace the power of digital health to create value and change the face of healthcare for our clients and people. As being our Analytics Engineer, your responsibilities will include, but not limited to:




Strategic partner for stakeholders (clients)
Explore various datasets to generate insights and recommendations
Collect and refine data from disparate data sources to support ad hoc analyses and data science initiatives
Collaborate with data scientists and data engineer to use expanded data sets and query techniques
Create and maintain a library of automated SQL scripts to support Service Level Agreements and Expectations
Creates and optimize various ETL/ELT scripts
Implement A/B test to test new features
Provide adoption and quality monitoring of data quality, metadata, and data profiling




Requirements:

A Bachelor in a quantitative field from a reputable university
Minimum 2 years working experience from technology background
Experience telling stories and selling with data and insights
Effective interpersonal and relationship-building skills to effectively work with teammates and business partners
Strong levels of curiosity and perseverance, also able to learn quickly, and a self-starter with the ability to work autonomously
Experience with data movement (ETL, ELT) techniques (such as airflow, Talend)
Experience in writing an SQL query for either Postgres, MsSQL, or OracleDB
Knowledge of dashboard visualization tools such as PowerBI or Tableau
Knowledge of at least one object-oriented programming language, Python is a must
Have experience with public cloud providers data warehouses such as Amazon Redshift , Google BigQuery, Azure SQL Data Warehouse, etc"
65,Business Intelligence Analyst (Corporate Strategy),Mekari,Jakarta,2023-09-20,Senior tingkat menengah,Penuh waktu,"Analis, Teknologi Informasi",Jasa Keuangan,"It's fun to work in a company where people truly BELIEVE in what they're doing!




Job Description




Database: design, test, and collaborate with relevant parties (e.g Product Eng., Data Eng.) to enable, extract, or enrich data/data pipeline required for other DREAM activities.
Reporting: design, build, and disseminate dashboards or other self-served data products to enable stakeholders get quick business performance, conduct data exploration, or derive quick insights.
Experimentation: design, analyze, and disseminate experiments or causal-impact studies to test multiple hypotheses, variants, or initiatives and infer the best result(s) based on relevant success metrics.
Analysis: design, perform, and disseminate descriptive or diagnostic analyses with valuable findings and actionable insights to better understand the business.
Modelling: design, develop, and collaborate with relevant parties (e.g Product Eng., ML/AI Eng., Data Sci.) to deploy supervised or unsupervised models as per business needs to optimize business performance.




Requirements




Passionate in data, analysis, or insights with high curiosity and skepticism.
Good communication, presentation, and storytelling skills to deliver data-inspired findings.
3+ years of data role experience (analyst, scientist, or engineer).
2+ years of hands-on experience with SQL, spreadsheet, and R/Python.
1+ years of dashboarding experience with BI or dataviz tools (Tableau, Looker Studio, Domo etc.).
Prior experience in conducting statistical experimentation or A/B testing is a plus.
Prior experience in developing unsupervised/supervised models is a plus.
Prior experience in working on cloud platforms (GCP, AWS, Azure, etc.) is a plus.
Bachelor/Master’s degree majoring in Statistics, Mathematics, Physics, Computers/Informatics, Engineering, or Economics is a plus.




If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!"
66,Data Engineer,Horego,Area DKI Jakarta,2023-09-05,Senior tingkat menengah,Penuh waktu,"Analis, Teknologi Informasi",Jasa Keuangan,"Designed and Developed ETL jobs in AWS GLUE to extract data from S3 objects and load it in data mart in Redshift
Cloud migration to AWS Cloud experience would be added advantage.
Using AWS native or custom programming, design and implement data engineering, ingestion, and curation functions on the AWS cloud.
Carry out thorough analyses of the data platforms in use today and design a suitable path for moving them to the AWS cloud.
Worked on AWS or third-party tools to analyze, re-architect, and re-platform on-premise data warehouses to data platforms in the AWS cloud.
Used Java, Python, and Scala, to design and construct production data pipelines from intake to consumption within a significant data architecture.




Minimum Qualifications




AWS Data Engineer (AWS GLUE, EMR and Redshift)
Having good Data/ETL background who has worked on AWS GLUE, EMR & Redshifts for solutioning, experienced on cloud migrations of BI apps so that they understand cloud related activities post migrations and challenges.
Experience in one or more of AWS's data and analytics tools in collaboration with third parties (e.g., Spark, AWS EMR, DynamoDB, AWS RedShift, AWS Kinesis, Lambda Functions, AWS Glue, AWS Athena, and Snowflake Data Warehouse) to design, develop, and operationalize data solutions and applications."
67,"Business Intelligence & Analyst - Digital Banking Business, SeaBank",SeaBank Indonesia,Jakarta,2023-09-29,Senior tingkat menengah,Penuh waktu,"Analis, Teknologi Informasi",Jasa Keuangan,"About the Company



Our client started as an IT department in one of Mitsubishi Corporation (MC) subsidiaries since 1996. They are focusing on enabling clients' business through IT system of both application and infrastructure, and IT consultation. They have 20+ years of experiences, provides services and consultation mainly to MC group and other Japanese companies. In 2018, our client was initiating development center in Yogyakarta, and committed to foster ethical work culture such as respect for human rights and employees..



Company Size: 201 - 500 Employees.

Industry: IT Consulting & IT Solution



Responsibilities:

Support the development, enhancement, evaluation, and maintenance of multiple datasets, ensuring data integrity.
Collaborate with customers and cross-functional teams to gather data requirements.
Oversee regular report generation processes, ensuring timely and accurate delivery.
Conduct data management tasks aligning with customer, company, contract, and regulatory standards.
Innovate and implement process improvements for data management activities.
Conduct comprehensive data analysis, presenting findings in periodic reports for both internal stakeholders and clients.
Engage in internal and client-facing meetings to present data management updates.
















Job Requirements:

Bachelor's degree in Management, Information Technology, Technical field, or a related major.
3+ years of experience in a data analyst role.
Proficiency in Power BI, Hadoop, Data Visualization, MS Office, Python, SQL, and MySQL.
Advanced skills in Python and Machine Learning.
Experience in the IT business with a solid grasp of software knowledge.
Strong orientation towards delivering quality results.
Demonstrated expertise in data, project, and time management.
Excellent communication skills.
Impeccable attention to detail."
68,Customer Loyalty SLA Control Tower & Data Analyst,Ninja Van,Area DKI Jakarta,2023-09-22,Tingkat pemula,Penuh waktu,Teknologi Informasi,Jasa Kesejahteraan dan Kebugaran,"It's fun to work in a company where people truly BELIEVE in what they're doing!




‎




Job Description
The Data Team at Traveloka consists of a diverse team of Data Analysts, Scientists and Engineers, working together as critical partners to the business. We proactively think about the needs of the customers and the business, anticipating customer needs and market trends. From our vantage point, we have a comprehensive view of our customers and serve their needs in a responsible, privacy-conscientious way. From AI/ML products to analytics to dashboards, reproducibility and full version control is a default in our systems so that you can easily learn from your teammates and build on foundations that have already been developed. Our collaborative team will ensure that you’re more productive than you’ve ever been. The data warehouse engineering team plays an important role in the data team. We build, govern and maintain data warehouse platforms and environments as the foundation and source for every data product created by data analysts and scientists.
Define data model convention and governance
Design, develop and maintain data pipelines (external data source ingestion jobs, ETL/ELT jobs, etc)
Design, develop and maintain data pipeline framework (combined open source and internal software to build and govern data pipelines)
Create and manage data pipelines infrastructures
Continuously seek ways to optimize existing data processing to be cost and time efficient
Ensure good data governance and quality through build monitoring systems to monitor data quality in data warehouse.




‎




Requirements




Fluent in Python and advanced-SQL
Preferably familiar with data warehouse environments (eg: Google BigQuery, AWS Redshift, Snowflake)
Preferably familiar with data transformation or processing framework (eg: dbt, Dataform, Spark, Hive, etc)
Preferably familiar with data processing technology (Google Dataflow, Google Dataproc, etc)
Preferably familiar with orchestration tool (eg: Airflow, Argo, Azkaban, etc)
Understand data warehousing concept (eg: Kimball, Inmon, data vault, etc) and experience in data modeling and measure + improve data quality
Preferably understand basic containerization and microservice concept (eg: Docker, Kubernetes)
Having knowledge in machine learning, building robust API, and web development will be an advantage
Able to build and maintain good relationship with stakeholders
Able to translate business requirements to data warehouse modeling specifications
Able to demonstrate creative problem solving skill
A team player who loves to collaborate with others and can work independently when needed




‎




If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!"
69,Data Analyst,Turing,Area DKI Jakarta,2023-08-27,Tingkat pemula,Penuh waktu,Teknologi Informasi,Jasa Kesejahteraan dan Kebugaran,"Job Descriptions




Translating data and business requirements into data engineering processess that match business requirements.
Provide consultation to Data Analysts / Business Analysts related to data engineering (ingestion, export, landing, batch, etc).
Together with the Data Modeler teams to design, create, manager the Data Warehouse and Data mart.




Minimum Qualifications




Specific Requirements:




Bachelor's degree in Computer Science
Minimum experience of 2 years as Data Engineer
Technical Skills: ETL-SSIS, Talend, Pentaho, Kettle, Debezium, Kafka, Flink, Spark PostgreSQL, Oracle, NoSQL, GSql, TG"
70,Data Analyst (Tableu & BI),PT Shell Infotek Indonesia,Jakarta,2023-08-30,Tingkat pemula,Penuh waktu,Teknologi Informasi,Jasa Kesejahteraan dan Kebugaran,"Job Description

Developers will work with other developers to deliver big projects end to end. The team may have international developers.
Engineers will be responsible for talking with end users to figure out requirements, propose high level design, get buy-in from other leads and develop a plan that can be executed by other engineers.
Engineers will also play a hands-on role in implementation of particularly complex software pieces, debugging tricky issues, as well as perform research on new technologies


Qualifications

Batch processing analytical software tends to be throughput sensitive rather than latency sensitive. Candidate must be able to understand the trade-off between performance, simplicity, maintainability, and timeline constraints when developing software solutions.
Strong technical knowledge in at least one of the following ecosystems: Java, Python, Javascript. Experience designing batch processing systems is valuable but not necessary.
Experience in some of the Big data technology stack: GCP ecosystem sucha as BigQuery, PubSub.
Work with multiple stakeholders to gather requirements, work on high level design and get buy-in from peers and stakeholders
Translate high level design to specific steps that can be executed by other developers
Mentor and provide technical leadership to other engineers including system design, code reviews, etc
Familiarity with machine learning algorithms and concepts (gradient descent, logistic regression) and software libraries like pandas, tensorflow, etc
Candidate should be able to design high performance, maintainable, extensible software architectures to solve abstract business problems."
71,Data Engineer,Zenius,Area DKI Jakarta,2023-08-18,Tingkat pemula,Penuh waktu,Teknologi Informasi,Jasa Kesejahteraan dan Kebugaran,"Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Interactive, Technology and Operations services—all powered by the world’s largest network of Advanced Technology and Intelligent Operations centres. Our 506,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at www.accenture.com.




Data Scientist




Your client’s eyes probably glaze over when you discuss in detail logistic regression, cluster analysis, neural nets and other segmentation models, but they certainly appreciate your uncanny ability to utilize those to lower their marketing costs and improve marketing effectiveness. Or perhaps they rely on you to provide analytics that stimulate sales, strengthen customer loyalty and generate purchases. If you’ve earned a reputation for your analytics expertise, Accenture may be the perfect place to take the next step in your career journey.




As a Data Science professional, the individual will help drive sales and solutioning of data science/analytics engagements, manage and/or supervise project delivery, mentor teams, build new capabilities, support/contribute to thought leadership and building new skills. The candidate should be able to seamlessly work with Client teams in positioning data science/analytical capabilities and with help of them drive and deliver data science/analytics engagement.




The successful candidate should have strong consultative, business and communication skills in addition to quantitative ability. As well as be exposed to the challenges of using statistics in a business setting, such as incomplete data, biased data, large data sets, low signal-to-noise ratios, high variance and multiple objective functions. Requires being creative and resourceful and will utilize traditional statistical methodologies as well as newer techniques from computational statistics and data mining and big data capabilities.




Basic Qualifications





Bachelor degree with relevant background of study


Fresh graduate with exceptional internship experience or up to 1 year of working experience in Data Science related role


Strong background in statistical concepts and calculations


Experience in handling real data


Innovative and strong analytical and algorithmic problem solvers


Experience with scripting languages (e.g., Python, Ruby, Perl, Bash) for orchestration and data manipulation and statistical computing tools like R, SAS, and SPSS


Data engineering experience, including SQL and experience manipulating structured and unstructured data sources for analysis.





Preferred Skills





Experience with MapReduce/Hadoop and related technologies (e.g., Pig, Hive, Cascading).


Familiarity with Amazon Web Services and Elastic MapReduce a plus.


Familiarity with Hadoop based commercial packages (e.g. Cloudera, Hortonworks)


Experience in text mining/NLP



"
72,Analytics Engineer,BitHealth,Kota Tangerang,2023-09-25,Magang,Magang,"Pengembangan Bisnis, Penjualan","Teknologi, Informasi, dan Internet","Exposure to build data analytics ecosystem from an early stage|Funded and run by ex-senior management from SEA unicorns



About Our Client

Our client is a startup that is running in the e-commerce business, based on membership. Unique, growing, funded and run by ex-senior management from SEA unicorns, backed by global investors.

Job Description


Collect, analyse, and share data to help business, product and marketing teams drive improvement in key business metrics, customer experience, and business results.
Work on actionable insights on the product development such as making funnel conversion analysis, cohort analysis, long-term trends, user segmentation, etc.
Support marketing team from quantitative and/or qualitative analysis to enable data-driven decision-making support for the key marketing growth project.
Continuously generate insight & hypothesis to improve the company's performance and support the company to make better decisions.

The Successful Applicant


2+ years of relevant data/analytics experience.
Experience using SQL and either Python or R is a must
Experience with trends/forecasting analysis, cohort analysis, and presenting/delivering them in a business (non-technical) perspective.
Experience with the following area below would be a plus: AB Testing / any experimentation, Cloud databases (AWS, GCP, Azure, etc.), Dashboard development using BI or dataviz tools (Tableau, Looker, GDS, etc)
What's on Offer

Competitive salary
Hybrid working arrangement, team engagement events
Social contribution

Contact: Clairine Lonteng

Quote job ref: JN-102022-5806564"
73,Ground Transport Data Analyst,Traveloka,Area DKI Jakarta,2023-05-15,Magang,Magang,"Pengembangan Bisnis, Penjualan","Teknologi, Informasi, dan Internet","RIMM is an intuitive yet comprehensive SaaS platform that provides all companies, whether big or small, with intelligent tools for highly accessible and impactful sustainability management, reporting and optimization. Created and led by experts, the platform revolves around inclusivity and accessibility, focusing on unlocking an open world where sustainability is no longer elusive to the people.




The Role




In this role, you will be reporting to the Head of Data Science and will be responsible for :




Creating data visualizations that help drive business decisions
Implementing performance and data quality considerations into visualization planning and delivery
Collaborating with cross-functional teams to gather data requirements
Managing multiple information streams flowing into the data lake
Recommending, developing, and implementing ways to improve data reliability, efficiency, and quality.
Managing the code on Github




Ideal Profile




You have at least 3 years of experience as a Data Engineer and have a Degree in Computer Science, Engineering or related field.
Hands-on experience with Extraction, Transformation and Loading (ETL)
Demonstrated experience working with large and complex data sets
You possess solid hands-on knowledge of working with Python, Google Cloud APIs and Github.
You are analytical and detail oriented professional who can work well in fast-paced environments.
Prior experience in Sustainability industry would be advantageous
You can work well in teams and believe in delivering quality results




What's on Offer?




Join a fast-growing SaaS startup in the sustainability industry
Opportunity to work with global teams towards creating a positive impact
Competitive compensation"
74,Data Engineer,Abhidi Solution,Jakarta,2023-08-28,Magang,Magang,"Pengembangan Bisnis, Penjualan","Teknologi, Informasi, dan Internet","Installing, configuring and managing Server, Storage (HPE, Dell, Hitachi, IBM Lenovo)
Installing, configuring and managing Microsoft Windows Server, Linux Suse, Redhat
Installing, configuring and managing Virtualization (VMware, Hyper-V, Nutanix)




Minimum Qualifications




Primary Qualifications (these qualifications are necessary to perform job)
Education: Bachelor Degree
Skills:
Have a good knowledge and experience In virtualization
Have a good knowledge and experience in Server, Storage (HPE, Dell, Hitachi, IBM Lenovo)
Operating System : Microsoft Windows Server, Linux Suse,
Experience in Server, Storage (HPE, Dell, Hitachi, IBM Lenovo)
Familiar with Operating System : Microsoft Windows Server, Linux Suse, Redhat
Familiar with VMware Virtualization"
75,(IT Solution) Data Analyst,MatchaTalent,Jakarta,2023-09-24,Magang,Magang,"Pengembangan Bisnis, Penjualan","Teknologi, Informasi, dan Internet","Exposure to build data analytics ecosystem from an early stage|Stability (Backed by big corporate)



About Our Client

Client is one of the leading Agritech company backed by Big Corporate

Job Description


Manage and nurture a team of data analysts. This includes setting expectations, providing feedback, and celebrating successes. You will also work with the team to meet stakeholder expectations.
Lead and maintain collaboration with team across functions. This means working with people from different departments to build dashboards, generate insights, conduct experiments, answer business questions, and investigate the ""why"" behind observations.
Communicate and present data to key stakeholders and senior management. This includes creating clear and concise reports that are easy to understand. You will also need to be able to answer questions and explain the data in a way that is relevant to the audience.
Drive data literacy, visibility, and quality. This means educating employees about data and how to use it to make better decisions. You will also need to make sure that data is accessible and easy to use.
Design and build data marts to enable self-service analytics. This means creating a system that allows employees to access data and analyze it on their own. This can help employees make better decisions and improve the company's performance.

The Successful Applicant


Minimum 5 years of experience as a data analyst
Minimum 2 years of leadership experience
You should be proficient in using SQL to query and analyze data, and be able to create effective data visualizations using Tableau, Power BI, Google Data Studio, Metabase, or Looker.
You should be able to identify patterns and trends in data, and use your analytical skills to solve problems and make recommendations.
You should be able to communicate your findings in a clear and concise way, using data visualizations and storytelling techniques to engage and persuade your audience.
Have experience using one of the following tools to track and analyze product performance: Google Analytics, Mixpanel, Amplitude, Appsflyer, or Clevertap.
Have experience using A/B testing and correlation analysis to improve product performance.
Able to communicate effectively with both technical and non-technical audiences, and be able to work effectively as part of a team.
Passionate about using data to solve problems and make a positive impact on the business.
What's on Offer

Competitive salary & benefit with hybrid working arrangement
Stability (Backed by big corporate)
Exposure to build data analytics ecosystem from an early stage

Contact: Clairine Lonteng

Quote job ref: JN-062023-6072935"
76,Data Engineer - Data Warehouse,Traveloka,Area DKI Jakarta,2023-08-28,Senior tingkat menengah,Kontrak,Lainnya,Jasa TI dan Konsultan TI,"Job Description

Liaising with coworkers and clients to elucidate the requirements for each task.
Conceptualizing and generating infrastructure that allows big data to be accessed and analyzed.
Reformulating existing frameworks to optimize their functioning.
Testing such structures to ensure that they are fit for use.
Preparing raw data for manipulation by data scientists.
Detecting and correcting errors in your work.
Ensuring that your work remains backed up and readily accessible to relevant coworkers.
Remaining up-to-date with industry standards and technological advancements that will improve the quality of your outputs.




Minimum Qualifications

Bachelor's degree in data engineering, big data analytics, computer engineering, or related field.
Master's degree in a relevant field is advantageous.
Proven experience as a data engineer, software developer, or similar.
Expert proficiency in Python, C++, Java, R, and SQL.
Familiarity with Hadoop or suitable equivalent.
Excellent analytical and problem-solving skills.
A knack for independence and group work.
Scrupulous approach to duties.
Capacity to successfully manage a pipeline of duties with minimal supervision."
77,Data Engineer,CODE.ID,Jakarta,2023-09-14,Senior tingkat menengah,Kontrak,Lainnya,Jasa TI dan Konsultan TI,"It's fun to work in a company where people truly BELIEVE in what they're doing!




‎




Responsibilities




Job Description




Business System Analysts at Traveloka are the brains behind the business process. You will look over and propose data flow, data modeling, reporting, and system automation to integrate our products with our finance tools. Support for product integration, financial reporting, month-end-closing, and audits are included. You will support business users in handling current and new scenarios to ensure the business runs smoothly, supporting continued innovation. Diagnosing business processes will troubleshoot integration complexities when the frontend data is sent to the backend systems. Additional analysis to support data anomaly resolution, fraud, and other issues encountered form part of the core responsibility for this role. You must be able to interact with product managers, finance personnel, and engineering teams of all levels of seniority.




You will be accountable for:




Designing, analyzing, measuring performance, and optimizing domain models and business processes across divisions to ensure a smooth, efficient company operation.
Identifying pain points in existing business processes and providing effective, reliable, and scalable solutions
Gathering requirements from relevant stakeholders to understand user needs.
Managing various stakeholders' interests, timelines, and expectations in order to ensure projects are delivered on time, within scope, and within budget.
Providing and updating detailed project action plans, timelines, and comprehensive documentation.
Resolving problems related to project execution by defining escalation plans for issue resolution and correction plans in the event of deviation from the project plan.




‎




Requirements




Requirements




Possess Bachelor Degree from a reputable University in computer science, information technology, or information system.
At least 1- 3 years experience in complex system implementation, including project planning & tracking, requirement gathering, impact assessment & analysis, translate business/finance requirement to system logic, testing, & documentation
Excellent knowledge of database design, process flow diagram & query language
Basic understanding of programming logic to liaise with engineering counterparts
Ability to read code to investigate bug or identify changes needed in a project
Excellent communication and stakeholder management skills
English proficiency is a must both in written and verbal
Experience with a technology company, startup or consulting desired
Must understand common technology for custom and packaged applications
Knowledgeable in financial reporting and accounting practices is a plus
Experience with financial audit is a plus




‎




If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!"
